OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,ProductCategory,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ShippingCost,PaymentMethod,CustomerRating
103745,2022-12-23,2022-11-08,2939,Alice Johnson,Undefined,USA,Madrid,TX,99504,Central,3563,,Chairs,Binder Set,1161,0,0,100,0,Bank Transfer,5
109987,2023-11-27,2023-04-17,2967,David White,Corporate,,InvalidCity,BC,48764,East,3420,Office Supplies,,,2946,11,-10,100,10,Credit Card,
105301,2022-03-18,2022-05-18,2300,Charlie Brown,,Canada,,TX,25823,East,3289,Office Supplies,Binders,iPhone 14,2922,12,110,500,,Credit Card,5
102918,2023-01-31,2023-01-20,2836,Alice Johnson,Small Business,Germany,Paris,CA,35828,,3592,Office Supplies,Lamps,iPhone 14,705,7,50,500,10,Bank Transfer,1
104257,2022-03-07,2022-02-22,2514,Alice Johnson,Small Business,Germany,Berlin,BC,21023,Central,3392,Home Decor,Phones,Gaming Table,3763,-2,25,-500,5,Credit Card,5
100942,2022-07-29,2023-01-10,2215,Eve Black,Corporate,Unknown,Paris,Undefined,73200,Unknown,3180,,IncorrectCat,Binder Set,2542,16,25,0,10,PayPal,
106414,2023-08-01,2023-05-11,2679,Charlie Brown,,USA,InvalidCity,FL,21723,East,3499,Home Decor,Binders,Gaming Table,1163,4,0,,10,Bank Transfer,100
101190,2023-02-21,2022-05-20,2193,Bob Smith,Undefined,France,Berlin,FL,13396,South,3229,Furniture,Tables,,541,,,0,500,Credit Card,5
108091,2023-10-04,2022-08-03,2475,David White,,,Paris,TX,78123,East,3713,Furniture,Chairs,,4110,11,0,1000,,Credit Card,1
108234,2022-08-15,2022-02-03,2374,Eve Black,Undefined,Spain,,FL,48550,Unknown,3612,,Tables,Office Chair,3951,18,50,,,Crypto,6
103256,2022-09-01,2022-11-04,2259,Alice Johnson,,Unknown,Paris,,61657,Unknown,3851,Home Decor,,iPhone 14,962,6,0,-100,,Crypto,
102956,2022-07-28,2023-10-29,2257,Eve Black,Home Office,France,,,60869,,3084,Books,,Desk Lamp,1766,20,,-500,5,Cash,5
103451,2022-04-23,2023-06-24,2914,Charlie Brown,Small Business,USA,Berlin,,28319,East,3219,Home Decor,Binders,Office Chair,2591,0,50,1000,10,PayPal,4
109344,2022-12-14,2023-06-05,2208,Charlie Brown,,,InvalidCity,TX,58647,Central,3655,,Tables,Gaming Table,2613,11,25,500,,Undefined,2
106428,2022-02-20,2023-07-16,2399,Charlie Brown,Small Business,Spain,InvalidCity,ON,33673,Unknown,3863,Electrnics,Binders,Desk Lamp,3269,2,0,-500,5,,5
104453,2022-02-21,2022-09-13,2252,Alice Johnson,Undefined,Canada,InvalidCity,ON,47245,West,3320,Books,Tables,,380,11,110,1000,,PayPal,-1
100928,2023-12-14,2023-01-22,2527,Alice Johnson,,Unknown,Berlin,TX,23821,,3225,,Binders,Office Chair,3549,13,10,,500,Credit Card,3
107950,2023-10-14,2023-10-21,2763,Bob Smith,Consumer,Canada,Madrid,FL,57780,East,3650,Furniture,Chairs,Binder Set,2472,-5,5,0,500,,
101911,2022-09-10,2023-09-11,2846,Charlie Brown,Corporate,Unknown,Toronto,BC,42935,Unknown,3877,Toys,Phones,Desk Lamp,87,13,110,500,500,Credit Card,100
108043,2023-11-15,2022-11-12,2633,Eve Black,Home Office,USA,Berlin,BC,39553,South,3883,Electronics,Tables,Gaming Table,792,1,25,0,5,Credit Card,4
104435,2023-09-05,2022-11-14,2079,,Undefined,France,Berlin,BC,50098,East,3900,Toys,Chairs,Office Chair,297,13,-10,-500,500,Crypto,2
105182,2022-04-22,2023-07-11,2439,,Corporate,Spain,Toronto,BC,36752,,3351,,Tables,Gaming Table,3937,19,0,500,0,Bank Transfer,-1
106186,2023-12-30,2023-05-28,2581,Eve Black,Home Office,Germany,Toronto,,19902,South,3186,Home Decor,Chairs,,3496,19,110,0,10,PayPal,6
103603,2023-10-04,2022-01-20,2494,Alice Johnson,Home Office,Canada,InvalidCity,BC,30014,Unknown,3730,Home Decor,Chairs,,-42,17,,-100,100,Cash,
108024,2023-02-06,2023-06-22,2756,David White,,Spain,InvalidCity,ON,97567,,3704,Electrnics,Lamps,iPhone 14,-14,0,110,0,100,Crypto,2
105589,2023-07-23,2023-11-05,2101,Bob Smith,,,New York,NY,17049,Central,3451,Home Decor,Tables,Office Chair,2914,-4,5,100,,Cash,2
102187,2023-03-24,2023-06-19,2311,David White,Consumer,Canada,Berlin,,89945,,3810,,Lamps,Binder Set,1201,5,0,0,,Cash,100
101598,2023-03-06,2023-02-05,2429,,Undefined,Unknown,Paris,Undefined,13288,Unknown,3779,Office Supplies,,Gaming Table,1716,2,-10,-100,10,Cash,1
108495,2023-01-10,2023-06-06,2728,Eve Black,Small Business,USA,New York,CA,26594,,3317,Toys,Chairs,,299,5,0,1000,500,Crypto,100
107752,2023-12-12,2022-06-10,2735,Charlie Brown,Undefined,Canada,InvalidCity,ON,91681,South,3254,Electrnics,Phones,Office Chair,-110,1,,1000,500,Crypto,1
104633,2023-04-26,2023-12-21,2598,,Undefined,,New York,ON,33570,,3571,Toys,Binders,iPhone 14,239,17,10,,100,Crypto,5
108165,2023-03-23,2022-01-23,2045,Bob Smith,Small Business,,New York,NY,13093,West,3648,,Chairs,,285,-1,0,500,0,Bank Transfer,-1
104309,2022-05-07,2023-08-05,2131,Charlie Brown,Home Office,Canada,InvalidCity,ON,12374,East,3898,Books,IncorrectCat,,3657,17,0,500,100,Bank Transfer,5
100461,2023-05-23,2022-11-17,2277,,Consumer,Germany,Berlin,Undefined,83665,West,3802,Electrnics,IncorrectCat,iPhone 14,3833,13,50,-100,10,Cash,4
101049,2023-07-29,2023-01-17,2238,Bob Smith,Consumer,Germany,Berlin,TX,86175,Unknown,3633,Toys,Chairs,iPhone 14,543,2,0,1000,10,PayPal,100
107626,2023-10-13,2023-11-22,2919,David White,,France,Toronto,CA,64705,East,3879,Home Decor,Lamps,Binder Set,2873,18,,1000,,Crypto,
104764,2022-11-11,2022-04-05,2967,,Home Office,Canada,New York,ON,23430,West,3672,Electronics,Tables,iPhone 14,2018,3,25,,500,Cash,2
103358,2023-08-17,2023-07-17,2625,Bob Smith,Corporate,Canada,Berlin,BC,79621,Unknown,3389,Books,Phones,Office Chair,2602,-3,,-500,0,Crypto,3
101511,2023-01-07,2022-01-22,2309,,Small Business,Germany,New York,,33930,East,3834,Books,Binders,iPhone 14,3730,-5,110,500,100,,1
108987,2023-05-12,2023-03-04,2180,Charlie Brown,Small Business,Unknown,InvalidCity,NY,79951,Unknown,3541,Office Supplies,Lamps,Binder Set,-16,9,0,0,5,PayPal,-1
103728,2023-04-28,2022-09-08,2539,Eve Black,,Unknown,Madrid,NY,19673,East,3492,,Tables,Binder Set,1789,-3,10,500,5,PayPal,1
109155,2022-01-14,2023-05-02,2508,Charlie Brown,Consumer,Unknown,New York,FL,91555,South,3382,Toys,Lamps,Desk Lamp,1654,7,,-100,0,,6
104262,2023-05-16,2023-12-27,2172,Charlie Brown,Consumer,Germany,Paris,Undefined,27960,West,3333,Toys,IncorrectCat,,4888,6,-10,500,,Cash,100
106754,2022-08-27,2022-02-08,2097,Charlie Brown,Home Office,USA,Madrid,TX,93135,East,3783,Electronics,Binders,Office Chair,3614,20,50,-100,10,Credit Card,3
100699,2022-05-29,2023-09-27,2737,Charlie Brown,Corporate,Germany,New York,NY,66554,East,3351,Furniture,IncorrectCat,iPhone 14,874,7,10,,500,Crypto,1
106370,2022-12-03,2023-11-18,2654,Bob Smith,,USA,New York,,90185,South,3009,Home Decor,IncorrectCat,,2149,15,,500,100,PayPal,100
108988,2022-09-29,2022-10-11,2322,Alice Johnson,Small Business,France,Toronto,FL,70674,West,3622,Furniture,,Office Chair,2586,2,50,100,5,Undefined,
107117,2023-01-04,2022-03-21,2641,Bob Smith,Consumer,Unknown,Madrid,FL,76059,East,3605,Furniture,Phones,Gaming Table,2012,20,5,500,500,Bank Transfer,
106944,2022-04-03,2022-09-14,2790,Charlie Brown,Home Office,Canada,New York,Undefined,66621,Unknown,3888,Electrnics,Chairs,Gaming Table,3675,13,10,100,100,,4
104702,2022-04-06,2023-04-30,2695,David White,Corporate,Germany,,TX,96317,South,3879,Furniture,Lamps,iPhone 14,1292,16,,,5,Cash,100
101891,2023-04-03,2023-07-13,2040,Eve Black,Corporate,Canada,Paris,,78154,,3159,Furniture,Chairs,Gaming Table,2499,12,,1000,0,PayPal,100
106937,2023-04-29,2023-02-10,2308,,Undefined,Germany,,,31302,Unknown,3796,Toys,IncorrectCat,Desk Lamp,4856,1,25,-100,10,PayPal,1
109309,2023-10-04,2022-12-29,2814,Charlie Brown,Small Business,Spain,Madrid,CA,99471,South,3955,Home Decor,Tables,Desk Lamp,1619,19,0,0,500,Credit Card,6
107149,2022-12-02,2023-07-30,2854,,Home Office,Germany,Berlin,NY,87940,Central,3535,Toys,Phones,iPhone 14,933,17,,1000,100,Undefined,1
102404,2023-12-21,2022-07-27,2853,,Consumer,Spain,,Undefined,83862,Unknown,3407,Books,Chairs,Office Chair,137,-4,50,500,,PayPal,-1
105046,2023-08-27,2023-06-30,2815,Charlie Brown,Corporate,Spain,InvalidCity,ON,26664,East,3654,Toys,IncorrectCat,,2342,-4,0,0,100,Credit Card,100
103839,2022-06-26,2023-06-27,2017,Bob Smith,Small Business,USA,Berlin,CA,31373,East,3334,Electrnics,Binders,Office Chair,4468,3,25,-100,500,Cash,-1
102074,2022-12-22,2022-08-22,2610,Eve Black,,Spain,Paris,Undefined,19852,Unknown,3435,Electronics,Phones,Gaming Table,4996,4,50,100,10,Credit Card,1
108760,2023-05-04,2023-05-26,2524,Alice Johnson,Undefined,USA,Toronto,BC,70796,Unknown,3555,,Lamps,Desk Lamp,164,14,10,0,100,Cash,3
106010,2022-07-02,2023-01-14,2327,David White,Consumer,,Toronto,NY,77990,West,3632,Furniture,Chairs,iPhone 14,2478,15,50,1000,100,PayPal,3
106394,2023-06-16,2023-04-16,2749,Alice Johnson,Undefined,France,InvalidCity,Undefined,13406,South,3796,Toys,Phones,iPhone 14,2792,-2,110,-500,0,Bank Transfer,100
107497,2022-02-26,2022-04-28,2797,Alice Johnson,Undefined,France,InvalidCity,Undefined,98088,East,3035,Books,Chairs,Desk Lamp,-198,-1,0,-500,,Bank Transfer,2
101016,2022-02-21,2022-02-27,2087,Bob Smith,Small Business,,Madrid,BC,75084,East,3998,,Lamps,,1447,-2,10,,500,Crypto,4
100051,2023-01-14,2022-02-18,2009,Bob Smith,Undefined,Spain,Madrid,TX,77710,East,3442,Toys,IncorrectCat,Binder Set,3323,14,-10,-100,100,Bank Transfer,2
105055,2023-10-27,2023-03-06,2382,,Undefined,France,Toronto,ON,11218,East,3309,,,,1206,2,,100,,Undefined,-1
109404,2023-04-25,2023-10-24,2272,David White,Home Office,Canada,Berlin,BC,48564,Unknown,3264,Furniture,Phones,Binder Set,4522,16,50,-100,,Cash,5
103086,2022-01-03,2022-03-15,2616,Alice Johnson,Home Office,,Paris,CA,49180,East,3768,Toys,Lamps,Office Chair,2722,-1,0,1000,10,Undefined,4
104648,2022-11-30,2022-01-25,2833,Bob Smith,Corporate,France,Toronto,BC,63289,East,3866,Furniture,Binders,Gaming Table,789,,50,0,100,Credit Card,-1
104664,2022-02-21,2022-03-12,2078,David White,Corporate,USA,Madrid,FL,23746,South,3841,,,iPhone 14,1003,-2,110,100,5,Undefined,
106493,2023-02-22,2022-11-01,2992,,Consumer,USA,Paris,ON,82289,,3400,Office Supplies,,Binder Set,4675,9,0,-500,0,Bank Transfer,4
108338,2023-11-24,2023-07-09,2153,David White,,,Berlin,,98748,South,3148,Furniture,Binders,Binder Set,243,9,110,-100,0,Undefined,
108829,2022-02-08,2022-02-04,2824,Charlie Brown,Undefined,Unknown,Paris,TX,14458,East,3389,Furniture,Lamps,Binder Set,1739,-1,0,,0,,
103656,2022-06-22,2022-03-16,2958,Alice Johnson,Undefined,France,Toronto,FL,40502,Unknown,3482,Toys,Lamps,iPhone 14,3792,-2,5,500,0,Crypto,6
100151,2023-04-15,2023-11-27,2903,Eve Black,Consumer,Spain,Madrid,BC,83347,,3292,,Chairs,Gaming Table,3274,19,10,-100,10,PayPal,100
104595,2023-10-20,2023-07-15,2992,Alice Johnson,Undefined,France,Madrid,,23122,East,3054,Electrnics,,Binder Set,3470,19,110,-500,500,Credit Card,
108606,2022-10-16,2023-03-19,2857,Bob Smith,Home Office,Germany,InvalidCity,FL,74598,Unknown,3344,,Tables,Binder Set,3737,20,-10,-500,5,PayPal,4
104473,2022-04-02,2022-11-16,2526,,Consumer,Spain,,NY,50748,Central,3713,Electronics,Tables,Office Chair,3542,1,50,,10,Undefined,5
101511,2022-11-19,2023-10-28,2462,Bob Smith,,USA,Paris,ON,47893,Unknown,3411,,Binders,Office Chair,2769,10,50,500,5,Undefined,3
100172,2023-09-20,2023-03-07,2941,,Small Business,France,,Undefined,51811,Central,3659,Office Supplies,Chairs,Gaming Table,738,-3,0,-100,5,PayPal,
107794,2023-03-14,2023-11-05,2318,Bob Smith,Undefined,Unknown,Paris,Undefined,13328,Unknown,3189,Books,Lamps,iPhone 14,3651,2,10,1000,0,Credit Card,5
103064,2022-07-22,2023-10-08,2094,Charlie Brown,Home Office,,,BC,89623,West,3619,Furniture,Tables,Office Chair,3822,6,-10,0,0,Cash,3
101735,2022-08-03,2022-12-29,2195,Eve Black,,Spain,Toronto,TX,17064,East,3300,Office Supplies,IncorrectCat,,3009,5,-10,500,5,Crypto,-1
105651,2023-05-14,2023-08-12,2784,Alice Johnson,Home Office,France,Toronto,TX,66492,Unknown,3420,Electronics,Lamps,Binder Set,-42,-1,50,0,100,Credit Card,4
100194,2023-03-24,2023-12-31,2063,,,France,Madrid,ON,61570,,3670,Books,Binders,Office Chair,552,4,50,100,100,,2
105700,2022-01-27,2022-01-23,2063,,Undefined,Germany,Madrid,BC,93695,,3710,Toys,IncorrectCat,Desk Lamp,-87,9,50,,10,Crypto,6
109221,2022-07-09,2023-06-13,2177,David White,Home Office,Unknown,Paris,BC,49162,South,3523,Electronics,,iPhone 14,4163,-2,,-500,10,Credit Card,-1
103017,2022-03-24,2022-12-16,2464,,Home Office,Unknown,InvalidCity,CA,12140,South,3341,Electrnics,Phones,Gaming Table,4842,0,-10,-500,10,Bank Transfer,1
106109,2023-09-06,2022-09-20,2454,David White,Undefined,Spain,Berlin,NY,36427,West,3348,Electronics,Lamps,Office Chair,3553,9,5,100,500,Bank Transfer,2
104348,2022-03-10,2023-11-05,2097,Alice Johnson,Corporate,Canada,Toronto,TX,51348,Unknown,3938,Electrnics,Chairs,Office Chair,4884,15,110,0,500,PayPal,6
104486,2022-10-06,2022-06-06,2990,Eve Black,Undefined,Spain,,TX,54259,West,3769,Home Decor,Lamps,Binder Set,536,15,25,500,500,Bank Transfer,3
101771,2022-10-25,2022-10-25,2993,,Consumer,Unknown,,ON,47575,West,3655,Home Decor,Lamps,Binder Set,1222,-5,5,,,Credit Card,2
104275,2022-09-07,2023-03-21,2355,David White,Small Business,,Paris,ON,12570,West,3337,Home Decor,IncorrectCat,,194,9,10,500,5,PayPal,1
105510,2023-11-18,2023-07-12,2241,David White,,Canada,Toronto,BC,37858,West,3077,Electronics,,Binder Set,3876,6,110,-500,10,Credit Card,3
106211,2022-01-30,2023-08-14,2125,David White,,Unknown,Paris,BC,64092,Central,3914,,Tables,Desk Lamp,2531,1,5,-100,,PayPal,6
108129,2022-11-24,2023-10-04,2992,Alice Johnson,Consumer,Spain,Berlin,ON,77849,Unknown,3379,,Binders,,4160,6,,0,,PayPal,100
103083,2023-02-07,2023-09-26,2964,Charlie Brown,,Spain,InvalidCity,FL,67999,Central,3757,Electronics,Phones,,1145,11,-10,100,,,2
103424,2022-04-20,2022-03-30,2340,Bob Smith,Small Business,France,Madrid,NY,43873,East,3414,Electronics,Phones,Gaming Table,661,12,10,100,500,Crypto,3
104765,2023-11-05,2023-05-24,2905,,Home Office,USA,New York,FL,41925,East,3356,Toys,Lamps,,371,14,50,100,,Crypto,100
100687,2023-07-13,2023-04-02,2005,Bob Smith,,Germany,Paris,TX,61485,South,3155,,Chairs,Office Chair,4150,5,-10,1000,5,,100
106532,2023-06-10,2023-03-11,2472,David White,Home Office,Unknown,Berlin,FL,49465,,3858,,Lamps,Gaming Table,1563,,110,-100,100,Cash,-1
102838,2022-12-01,2022-11-15,2986,Eve Black,Home Office,Canada,Madrid,TX,22672,Central,3311,,Phones,,2240,0,25,100,0,Bank Transfer,1
101856,2022-12-10,2023-05-23,2719,David White,Undefined,USA,,CA,30135,West,3400,Electrnics,Binders,iPhone 14,1205,17,50,100,10,PayPal,6
100950,2023-04-14,2022-01-20,2106,Bob Smith,Consumer,Canada,Berlin,NY,51302,South,3076,,Phones,Office Chair,477,11,110,-500,100,Bank Transfer,-1
108122,2022-12-26,2023-07-20,2175,Eve Black,Consumer,Unknown,Paris,CA,65264,Central,3043,Electronics,Lamps,iPhone 14,495,9,-10,0,10,Bank Transfer,3
100855,2023-03-23,2023-11-23,2383,Charlie Brown,Undefined,Germany,Berlin,CA,88497,West,3283,Office Supplies,IncorrectCat,Office Chair,3020,12,50,0,500,Bank Transfer,1
100001,2023-01-02,2023-04-07,2308,David White,,,New York,ON,44121,Unknown,3177,Electronics,Binders,Desk Lamp,4557,,25,500,,Undefined,5
100141,2022-05-24,2023-02-19,2567,David White,Home Office,Spain,InvalidCity,FL,62182,,3127,Furniture,Chairs,Office Chair,2781,0,5,,,Bank Transfer,2
100559,2022-11-12,2023-05-30,2738,,,Canada,New York,NY,24365,South,3559,Electronics,IncorrectCat,iPhone 14,1146,15,,,100,Crypto,3
102762,2022-09-23,2023-09-13,2798,,Home Office,,,FL,10320,South,3482,,Lamps,Desk Lamp,2612,17,25,500,,Crypto,100
103326,2023-12-15,2022-05-27,2002,Charlie Brown,Corporate,USA,InvalidCity,,86796,Central,3574,Toys,,Office Chair,2005,19,-10,500,5,Crypto,3
101911,2022-05-02,2023-07-02,2231,David White,Undefined,Unknown,Toronto,FL,15328,South,3249,Office Supplies,,Gaming Table,3256,14,-10,1000,500,,6
109371,2022-10-01,2023-03-26,2506,,Small Business,France,Berlin,Undefined,66305,Unknown,3400,Home Decor,Binders,Gaming Table,2780,10,50,500,,Crypto,
107334,2023-07-16,2022-02-13,2783,David White,Small Business,Unknown,Paris,ON,97356,East,3251,Toys,Phones,iPhone 14,1722,17,50,-100,5,Bank Transfer,4
104069,2022-12-12,2023-08-25,2125,David White,Consumer,Germany,InvalidCity,Undefined,57144,South,3910,Electrnics,Phones,Gaming Table,1211,-4,50,100,100,,6
108063,2022-08-14,2023-04-29,2885,Eve Black,Consumer,France,Madrid,,14617,Central,3164,Toys,Tables,Office Chair,2485,11,25,500,0,Undefined,4
107673,2022-03-19,2022-02-05,2503,,Undefined,Unknown,Toronto,CA,86941,West,3975,Furniture,IncorrectCat,Binder Set,4224,19,25,100,500,Crypto,4
103232,2023-09-11,2022-05-15,2974,Alice Johnson,Home Office,Germany,Berlin,CA,54532,Central,3161,Office Supplies,Lamps,Desk Lamp,4858,4,25,-100,10,Undefined,5
107731,2023-06-23,2022-04-01,2622,Eve Black,,France,,Undefined,76824,South,3732,Electronics,Phones,Desk Lamp,1400,-5,,-100,,Undefined,3
105782,2023-12-27,2022-04-04,2546,Bob Smith,Undefined,,Toronto,BC,94725,West,3308,Books,Binders,iPhone 14,4685,-1,0,,100,Credit Card,1
107518,2023-09-13,2022-03-15,2930,,Corporate,USA,Toronto,NY,45420,South,3182,Electrnics,,Desk Lamp,3040,8,,-100,10,,100
103614,2022-12-06,2022-05-29,2731,Eve Black,Corporate,,Paris,ON,77373,Unknown,3269,Toys,Binders,iPhone 14,2395,2,-10,500,0,Cash,5
101675,2022-12-12,2023-03-18,2994,Alice Johnson,Consumer,Canada,InvalidCity,TX,73774,Unknown,3213,Electronics,Phones,Desk Lamp,288,15,25,500,,,5
107072,2022-08-09,2023-04-22,2993,David White,Corporate,France,Madrid,BC,40557,Central,3426,Electronics,Chairs,Gaming Table,2776,-3,5,100,5,Cash,6
101510,2022-11-18,2023-05-31,2509,,Consumer,Canada,Paris,NY,39681,Unknown,3548,Office Supplies,Binders,Binder Set,482,-4,,-100,10,Cash,6
105975,2022-01-07,2022-01-15,2446,David White,Small Business,Canada,New York,BC,52200,Unknown,3592,Office Supplies,Binders,,3520,17,-10,1000,0,Undefined,5
108309,2022-11-03,2023-04-07,2610,Alice Johnson,Consumer,France,,ON,71489,Unknown,3776,Books,Phones,Binder Set,279,-2,0,-100,0,,100
109285,2023-02-10,2023-05-14,2209,Eve Black,Home Office,Spain,Toronto,TX,39895,,3618,Books,,,1834,0,,-500,10,Cash,
103576,2023-09-08,2022-01-23,2851,Charlie Brown,Consumer,Canada,Toronto,ON,32997,East,3912,Home Decor,Lamps,Binder Set,610,-1,50,500,5,Cash,1
102580,2022-05-24,2022-08-29,2756,Charlie Brown,,Unknown,,CA,10973,Unknown,3678,Electronics,Chairs,iPhone 14,13,19,25,1000,10,Credit Card,
105507,2022-10-12,2023-04-03,2073,David White,Consumer,,Madrid,Undefined,13964,East,3460,Furniture,Phones,,-163,2,25,500,10,,2
103003,2022-04-02,2023-02-19,2968,,Undefined,USA,Madrid,Undefined,59484,West,3232,Toys,Lamps,Desk Lamp,4325,16,5,1000,5,Crypto,4
102741,2023-04-26,2022-09-29,2692,Alice Johnson,,Germany,Toronto,BC,12612,Central,3345,Books,Binders,Gaming Table,1524,-1,,1000,10,Credit Card,5
109886,2022-10-19,2022-02-18,2847,Eve Black,,Unknown,New York,NY,33193,,3941,Home Decor,Chairs,Binder Set,233,-2,0,0,500,Crypto,-1
103796,2022-01-26,2022-07-01,2395,Bob Smith,Consumer,Canada,Toronto,BC,40564,Central,3440,Furniture,IncorrectCat,Binder Set,387,9,50,500,,Cash,-1
101524,2023-02-15,2022-05-30,2913,Eve Black,,,,FL,38210,East,3824,Office Supplies,Binders,,2750,20,50,1000,0,Credit Card,6
109908,2022-10-02,2023-10-19,2461,Alice Johnson,Consumer,USA,Toronto,CA,12699,East,3079,Electrnics,IncorrectCat,iPhone 14,948,-4,110,-500,500,Cash,6
102762,2022-10-02,2022-12-28,2154,David White,,Unknown,Madrid,,53101,Unknown,3178,Home Decor,IncorrectCat,Office Chair,32,12,25,-100,5,Bank Transfer,4
105551,2023-12-06,2022-01-14,2171,,Small Business,France,Toronto,,63761,Unknown,3545,Furniture,Tables,iPhone 14,788,-1,50,,100,Undefined,4
106803,2022-11-05,2022-11-08,2297,Eve Black,,Spain,Paris,FL,72185,East,3802,Toys,Chairs,iPhone 14,2692,16,110,100,,,-1
102322,2023-08-26,2023-04-05,2981,Charlie Brown,Home Office,Canada,InvalidCity,ON,95370,South,3492,Electronics,Tables,Gaming Table,3822,1,10,,10,Credit Card,2
108857,2023-10-06,2023-08-10,2420,Eve Black,Corporate,,New York,BC,47869,Unknown,3437,Books,Lamps,iPhone 14,652,12,-10,0,500,Cash,100
103893,2023-11-07,2022-09-15,2731,Charlie Brown,,Spain,New York,Undefined,85269,South,3002,Furniture,Lamps,Desk Lamp,3701,8,25,100,500,Undefined,6
109912,2022-03-19,2022-12-05,2875,Bob Smith,Undefined,Unknown,InvalidCity,NY,69600,,3500,Toys,Lamps,Office Chair,4539,4,5,100,0,Crypto,4
108599,2022-04-30,2023-11-20,2962,Eve Black,Small Business,France,Toronto,Undefined,68048,West,3813,Books,Chairs,,4446,2,25,500,500,,4
106077,2023-09-09,2023-12-03,2233,David White,Home Office,Germany,New York,NY,48883,East,3522,Toys,,,4420,7,10,0,500,Cash,5
106227,2023-09-24,2023-11-19,2743,Bob Smith,Undefined,Canada,,FL,88164,East,3548,Electrnics,Chairs,Gaming Table,1565,10,50,,,Bank Transfer,4
106443,2022-01-29,2022-03-07,2399,Bob Smith,Corporate,France,InvalidCity,Undefined,23865,West,3640,Electrnics,,,4395,-3,5,-500,500,Cash,-1
102562,2023-06-08,2022-03-11,2689,Eve Black,,France,Berlin,TX,67662,Unknown,3242,Toys,Tables,Gaming Table,1735,13,0,100,0,Cash,3
104590,2022-10-15,2022-02-10,2090,David White,Small Business,Spain,Toronto,CA,86177,West,3177,Electronics,Chairs,iPhone 14,4646,-5,0,500,0,Crypto,3
109376,2023-05-18,2022-04-18,2590,Charlie Brown,Consumer,Germany,New York,NY,82054,South,3107,Books,IncorrectCat,Office Chair,495,6,0,,0,Bank Transfer,2
103990,2023-08-27,2022-02-03,2980,,Consumer,France,Paris,BC,61386,Unknown,3297,Books,Chairs,Office Chair,3668,6,,-500,5,Bank Transfer,5
101737,2023-10-14,2022-07-04,2971,David White,Undefined,Unknown,New York,CA,15395,East,3363,,Chairs,Desk Lamp,1998,5,10,0,500,Undefined,2
108105,2022-06-27,2022-03-13,2626,Alice Johnson,Small Business,USA,,Undefined,16532,South,3272,Office Supplies,Lamps,Binder Set,1163,14,10,-500,5,Undefined,
107579,2023-12-13,2023-04-04,2086,Eve Black,Corporate,,Berlin,FL,95197,East,3795,Electronics,Chairs,Desk Lamp,4424,-1,25,1000,0,,100
104587,2023-11-25,2023-02-05,2168,Bob Smith,Corporate,Germany,Berlin,FL,31300,South,3193,,Lamps,Binder Set,3619,16,,-100,,Bank Transfer,100
105025,2023-08-19,2022-06-28,2627,,,Canada,Madrid,NY,24521,,3774,Electrnics,,Gaming Table,3971,-4,,-100,0,Crypto,2
102410,2023-03-20,2022-10-15,2318,,Home Office,,Toronto,,41600,East,3089,,Tables,Desk Lamp,1465,16,,500,,Bank Transfer,100
102575,2023-10-11,2023-05-15,2777,David White,Small Business,Canada,Madrid,Undefined,40598,Central,3320,Home Decor,IncorrectCat,,3972,-2,5,100,5,,6
100507,2023-10-22,2022-11-07,2795,,Corporate,Unknown,InvalidCity,ON,53198,Unknown,3970,Electrnics,,Binder Set,1866,9,0,100,500,Cash,3
100113,2023-01-09,2023-07-05,2374,Alice Johnson,Home Office,Canada,,NY,78569,West,3863,Office Supplies,IncorrectCat,,4170,17,25,1000,100,Credit Card,2
101427,2022-04-28,2023-01-09,2378,Charlie Brown,Corporate,France,InvalidCity,FL,82817,East,3096,Office Supplies,Tables,Desk Lamp,4823,3,50,0,100,PayPal,5
101198,2022-02-03,2022-05-07,2021,Bob Smith,Undefined,,Paris,CA,59712,Central,3777,Office Supplies,Phones,Desk Lamp,4883,16,-10,1000,5,Undefined,5
100377,2023-07-29,2022-07-20,2717,Eve Black,Undefined,Canada,,Undefined,58869,West,3936,Office Supplies,Lamps,,2795,,0,500,5,,6
105460,2023-08-02,2023-10-06,2694,Bob Smith,Home Office,Canada,New York,BC,37363,Unknown,3323,Office Supplies,Phones,Gaming Table,1134,1,10,500,10,Bank Transfer,100
108054,2023-12-21,2023-11-03,2421,Charlie Brown,Home Office,France,,ON,14014,,3710,Books,IncorrectCat,iPhone 14,694,8,-10,500,10,Credit Card,
105358,2022-03-24,2023-12-13,2846,Bob Smith,Consumer,USA,Toronto,CA,91179,West,3855,Books,Binders,iPhone 14,906,18,50,0,5,Crypto,100
101832,2023-07-23,2022-07-30,2522,Alice Johnson,Small Business,Spain,,Undefined,37194,,3141,Office Supplies,Lamps,,3554,18,,-100,500,Undefined,4
101463,2022-12-23,2023-04-16,2759,David White,,Canada,Madrid,Undefined,68099,Unknown,3794,Books,IncorrectCat,Gaming Table,1782,12,,,0,,3
109850,2022-05-11,2023-12-19,2078,Bob Smith,Home Office,Unknown,Toronto,CA,16222,,3856,Electronics,IncorrectCat,Binder Set,850,5,110,,10,Credit Card,1
